user_utterance,bot_response,source
i had to. i was missing you a lot.,i was missing you too.,original
i was missing you too.,"so, why haven't you visited me?",original
"so, why haven't you visited me?",i've actually been busy lately.,original
i've actually been busy lately.,what have you been doing?,original
what have you been doing?,i've just been working really hard.,original
i've just been working really hard.,i've also been busy.,original
i've also been busy.,tell me what you've been doing.,original
tell me what you've been doing.,"basically, i've been working too.",original
"basically, i've been working too.","well whatever, i'm glad you came.",original
"well whatever, i'm glad you came.",so am i.,original
i'm really happy that you came to visit me.,i really missed you a lot.,original
i really missed you a lot.,i've been missing you like crazy.,original
i've been missing you like crazy.,i don't understand why you haven't come to visit me.,original
i don't understand why you haven't come to visit me.,"lately, i've been quite busy.",original
"lately, i've been quite busy.",tell me what you've been up to.,original
tell me what you've been up to.,i've really been working a lot lately.,original
i've really been working a lot lately.,i've been pretty busy myself.,original
i've been pretty busy myself.,so what have you been up to?,original
so what have you been up to?,i've just been working a lot.,original
i've just been working a lot.,"whatever the reason may be, i'm glad you visited me.",original
"hey, did you hear about jessica's party this weekend?","yeah, but i'm still waiting for my invitation.",original
"yeah, but i'm still waiting for my invitation.",oh really? she gave me mine earlier today.,original
oh really? she gave me mine earlier today.,"well, she'll probably just give me my invitation later on today.",original
"well, she'll probably just give me my invitation later on today.","yeah, so are you planning on going?",original
"yeah, so are you planning on going?",i think so. it sounds like it's going to be a lot of fun.,original
i think so. it sounds like it's going to be a lot of fun.,"it really does, i can't wait.",original
"it really does, i can't wait.",what time does the party start?,original
what time does the party start?,it starts at 8 o'clock.,original
it starts at 8 o'clock.,"oh, well, how many people has she given invites to so far?",original
"oh, well, how many people has she given invites to so far?","i'm not sure, but i don't think she's given out that many.",original
"i'm not sure, but i don't think she's given out that many.","well, hopefully she'll give me my invite later on today.",original
have you heard about jessica's party on saturday?,"i've heard about it, but i'm still waiting for my invitation.",original
"i've heard about it, but i'm still waiting for my invitation.",really? i got mine from her this morning.,original
really? i got mine from her this morning.,i'm guessing that she's going to give me my invite today or tomorrow.,original
i'm guessing that she's going to give me my invite today or tomorrow.,"you're probably right, do you intend on going to the party?",original
